Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Mistcutter Hydra",1,50386,Rare,THS,162/249,No
"Mistform Seaswift",1,18451,Common,LGN,45/145,No
"Mistmoon Griffin",1,52651,Common,VMA,34/325,No
"Misty Rainforest",4,34622,Rare,ZEN,220/249,No
"Mizzium Skin",4,46307,Common,RTR,45/274,No
"Mnemonic Wall",2,50568,Common,THS,55/249,No
"Moan of the Unhallowed",4,42490,Uncommon,ISD,109/264,No
"Mob Mentality",1,7639,Uncommon,VI,88/167,No
"Mogg Flunkies",8,45234,Common,M13,143/249,No
"Molten Ravager",1,34503,Common,ZEN,138/249,Yes
"Moment of Heroism",19,42456,Common,ISD,24/264,No
"Monastery Swiftspear",4,54108,Uncommon,KTK,118/269,No
"Monstrous Carabid",4,32428,Common,ARB,43/145,No
"Moon Heron",10,42342,Common,ISD,69/264,No
"Moonlight Geist",16,44248,Common,AVR,29/244,Yes
"Moonmist",15,42430,Common,ISD,195/264,No
"Moonsilver Spear",2,44312,Rare,PRM,1004/1158,Yes
"Moorland Inquisitor",17,44146,Common,AVR,30/244,Yes
"Morkrut Banshee",4,42548,Uncommon,ISD,110/264,No
"Mortal's Resolve",3,51656,Common,BNG,127/165,Yes
"Mortipede",1,23236,Common,RAV,96/306,No
"Mosstodon",1,31002,Common,ALA,139/249,Yes
"Mountain",143,54234,Basic Land,KTK,265/269,No
"Mountain Valley",1,52619,Uncommon,VMA,306/325,No
"Mournwhelk",1,28625,Common,LRW,127/301,No
"Mox Opal",4,38197,Mythic Rare,SOM,179/249,No
"Mtenda Herder",1,7159,Common,MI,29/350,No
"Mulch",14,42626,Common,ISD,196/264,No
"Mulldrifter",4,36191,Common,PRM,222/1158,Yes
"Murder",8,45515,Common,M13,101/249,Yes
"Murder Investigation",1,47827,Uncommon,GTC,21/249,No
"Murder of Crows",5,42522,Uncommon,ISD,70/264,No
"Muscle Sliver",1,9527,Common,TE,238/350,No
"Mutagenic Growth",4,40000,Common,NPH,116/175,No
"Mwonvuli Acid-Moss",4,25805,Common,TSP,207/301,No
"Mwonvuli Beast Tracker",4,45682,Uncommon,M13,177/249,No
"Myr Enforcer",4,19747,Common,MRD,211/306,No
"Mysteries of the Deep",4,35725,Common,WWK,33/145,No
"Mystic of the Hidden Way",1,53976,Common,KTK,48/269,No
"Mystical Teachings",4,25589,Common,TSP,69/301,No
"Nantuko Vigilante",2,18459,Common,LGN,132/145,No
"Narstad Scrapper",16,44263,Common,AVR,218/244,No
"Natural End",18,43988,Common,AVR,185/244,Yes
"Natural Spring",1,9553,Common,TE,239/350,No
"Naturalize",36,54384,Common,KTK,142/269,No
"Nature's Claim",5,35699,Common,WWK,108/145,No
"Nature's Lore",2,52741,Common,VMA,220/325,No
"Nav Squad Commandos",1,47643,Common,GTC,22/249,No
"Naya Hushblade",1,32459,Common,ARB,141/145,Yes
"Nearheath Pilgrim",1,44045,Uncommon,AVR,31/244,No
"Nearheath Stalker",7,43477,Common,DKA,100/158,No
"Necrobite",9,51617,Common,BNG,77/165,No
"Necromancer's Magemark",1,23909,Common,GPT,53/165,No
"Necromantic Thirst",1,23282,Common,RAV,97/306,No
"Necropotence",1,52861,Rare,VMA,130/325,No
"Needle Drop",1,28673,Common,LRW,186/301,No
"Negate",5,45248,Common,M13,62/249,No
"Nephalia Seakite",5,43277,Common,DKA,43/158,No
"Nephalia Smuggler",1,44079,Uncommon,AVR,69/244,No
"Nessian Asp",3,50348,Common,THS,164/249,No
"Nessian Courser",5,50396,Common,THS,165/249,No
"Nessian Wilds Ravager",1,51553,Rare,BNG,129/165,No
"Nettle Swine",9,43847,Common,AVR,186/244,No
"Nettling Curse",1,24187,Common,DIS,48/180,No
"Nevermaker",1,29128,Uncommon,MOR,44/150,No
"Nevinyrral's Disk",1,52897,Rare,VMA,277/325,No
"Niblis of the Mist",9,43263,Common,DKA,15/158,No
"Niblis of the Urn",1,43241,Uncommon,DKA,16/158,No
"Night Revelers",21,42450,Common,ISD,153/264,No
"Night Terrors",14,42752,Common,ISD,111/264,No
"Nightbird's Clutches",18,42306,Common,ISD,154/264,No
"Nighthowler",1,50122,Rare,PRM,1111/1158,No
"Nightscape Familiar",6,52887,Common,VMA,131/325,No
"Nightshade Peddler",17,43949,Common,AVR,187/244,No
"Nihil Spellbomb",4,38315,Common,SOM,187/249,No
"Nimbus Naiad",3,50154,Common,THS,56/249,No
"Noble Templar",1,18776,Common,SCG,19/143,No
"Nomad Outpost",1,54166,Uncommon,KTK,237/269,No
"Nostalgic Dreams",2,52965,Uncommon,VMA,222/325,No
"Nullify",4,51597,Common,BNG,45/165,No
"Nurturing Licid",1,10017,Uncommon,TE,242/350,No
"Nykthos, Shrine to Nyx",4,50274,Rare,THS,223/249,No
"Nylea's Disciple",2,50196,Common,THS,167/249,No
"Nylea's Emissary",1,50509,Uncommon,THS,168/249,Yes
"Nylea's Presence",5,50200,Common,THS,169/249,No
"Nyxborn Eidolon",4,51603,Common,BNG,78/165,No
"Nyxborn Rollicker",3,51875,Common,BNG,102/165,No
"Nyxborn Shieldmate",2,51567,Common,BNG,21/165,No
"Nyxborn Triton",4,51585,Common,BNG,46/165,No
"Nyxborn Wolf",4,51647,Common,BNG,131/165,No
"Oak Street Innkeeper",1,46697,Uncommon,RTR,131/274,No
"Oakgnarl Warrior",1,28315,Common,LRW,232/301,No
"Oakheart Dryads",1,52154,Common,JOU,133/165,No
"Obelisk of Naya",1,31134,Common,ALA,216/249,Yes
"Oblivion Ring",6,45256,Uncommon,M13,22/249,No
"Observant Alseid",2,50318,Common,THS,24/249,No
"Obsessive Search",1,52951,Common,VMA,83/325,No
"Obstinate Baloth",2,37478,Rare,M11,188/249,No
"Odunos River Trawler",1,51673,Uncommon,BNG,79/165,No
"Okiba-Gang Shinobi",4,21813,Common,BOK,76/165,No
"Omenspeaker",1,50152,Common,THS,57/249,No
"One Thousand Lashes",1,47513,Uncommon,GTC,183/249,No
"One-Eyed Scarecrow",14,42810,Common,ISD,230/264,No
"Onyx Mage",5,41353,Uncommon,M12,103/249,No
"Opaline Unicorn",5,50202,Common,THS,218/249,No
"Ophidian",1,9211,Common,WL,45/167,No
"Opulent Palace",1,54164,Uncommon,KTK,238/269,No
"Oracle of Bones",2,51837,Rare,BNG,103/165,No
"Orchard Spirit",17,42611,Common,ISD,198/264,Yes
"Orcish Lumberjack",2,53111,Common,VMA,179/325,No
"Ordeal of Erebos",1,50224,Uncommon,THS,99/249,No
"Ordeal of Thassa",1,50220,Uncommon,THS,58/249,No
"Oreskos Sun Guide",3,51573,Common,BNG,22/165,No
"Origin Spellbomb",4,38329,Common,SOM,189/249,No
"Ornithopter",4,32951,Uncommon,M10,216/249,No
"Orzhov Basilica",4,23683,Common,GPT,161/165,No
"Orzhov Guildgate",4,47621,Common,GTC,244/249,No
"Orzhov Guildmage",1,23735,Uncommon,GPT,147/165,No
"Orzhov Signet",4,23681,Common,GPT,155/165,No
"Orzhova, the Church of Deals",1,23825,Uncommon,GPT,162/165,No
"Ostiary Thrull",2,23799,Common,GPT,55/165,No
"Outwit",18,43955,Common,AVR,70/244,No
"Overgrown Battlement",4,36602,Common,ROE,203/248,No
"Overgrown Tomb",4,46507,Rare,RTR,243/274,No
"Overrule",1,24069,Common,DIS,120/180,No
"Overrun",4,41343,Uncommon,M12,186/249,No
"Pacifism",18,45220,Common,M13,24/249,No
"Pain Seer",2,51916,Rare,PRM,1130/1158,No
"Paralyze",1,52639,Common,VMA,132/325,No
"Paranoid Delusions",2,47859,Common,GTC,186/249,No
"Paraselene",5,42802,Uncommon,ISD,26/264,No
"Pathbreaker Wurm",13,44019,Common,AVR,188/244,No
"Pathrazer of Ulamog",2,36862,Uncommon,PRM,506/1158,Yes
"Peak Eruption",2,50610,Uncommon,THS,132/249,No
"Peat Bog",4,13397,Common,MM,322/350,No
"Peel from Reality",13,44059,Common,AVR,71/244,No
"Penumbra Spider",4,25819,Common,TSP,210/301,No
"Penumbra Wurm",1,53075,Uncommon,VMA,224/325,No
"Peregrination",1,51847,Uncommon,BNG,132/165,No
"Peregrine Griffin",7,41540,Common,M12,29/249,Yes
"Perplexing Chimera",1,51795,Rare,BNG,48/165,No
"Pestermite",4,28241,Common,LRW,78/301,No
"Phalanx Leader",2,50350,Uncommon,THS,26/249,No
"Phantasmal Bear",8,41439,Common,M12,70/249,No
"Phantasmal Dragon",4,41349,Uncommon,M12,71/249,No
"Phantom General",1,46387,Uncommon,RTR,16/274,No
"Phantom Nomad",1,52993,Common,VMA,38/325,No
"Pharika's Chosen",2,52040,Common,JOU,78/165,No
"Pharika's Cure",2,50336,Common,THS,100/249,No
"Pharika's Mender",3,50548,Uncommon,THS,197/249,No
"Pheres-Band Centaurs",3,50552,Common,THS,171/249,No
"Pheres-Band Tromper",2,51649,Common,BNG,134/165,No
"Phyrexian Hulk",4,45436,Uncommon,M13,209/249,No
"Phyrexian Rager",4,39455,Common,MBS,51/155,No
"Pianna, Nomad Captain",3,52937,Uncommon,VMA,39/325,No
"Pillar of Flame",9,43899,Common,AVR,149/244,No
"Pillar of War",1,51711,Uncommon,BNG,160/165,No
"Pillarfield Ox",6,45358,Common,M13,25/249,No
"Pincher Beetles",1,9529,Common,TE,244/350,No
"Pine Barrens",2,52675,Uncommon,VMA,307/325,No
"Pit Fight",3,47941,Common,GTC,223/249,No
"Pitchburn Devils",9,42412,Common,ISD,156/264,No
"Pithing Needle",4,46499,Rare,RTR,231/274,No
"Plagued Rusalka",1,23919,Uncommon,GPT,56/165,No
"Plains",156,54204,Basic Land,KTK,251/269,No
"Plated Geopede",4,34366,Common,ZEN,141/249,No
"Plummet",17,45392,Common,M13,179/249,No
"Poisonbelly Ogre",1,23897,Common,GPT,57/165,No
"Polluted Dead",15,44229,Common,AVR,116/244,No
"Polluted Delta",2,54196,Rare,KTK,239/269,No
"Polluted Mire",4,11927,Common,UZ,323/350,No
"Ponder",5,41241,Common,M12,73/249,No
"Portent of Betrayal",1,50472,Common,THS,133/249,No
"Predator's Gambit",3,44207,Common,AVR,117/244,No
"Predator's Rapport",1,47839,Common,GTC,129/249,No
"Preordain",4,37388,Common,M11,70/249,No
"Prey Upon",24,45459,Common,M13,181/249,Yes
"Pride Guardian",6,41533,Common,M12,31/249,No
"Priest of Iroas",2,50176,Common,THS,134/249,No
"Primal Clay",5,45690,Uncommon,M13,210/249,No
"Primal Huntbeast",16,45534,Common,M13,182/249,No
"Primal Visitation",1,47853,Common,GTC,187/249,No
"Prismatic Strands",1,17390,Common,JUD,18/143,No
"Prized Elephant",5,45610,Uncommon,M13,27/249,No
"Prophet of Kruphix",3,53844,Promo,PRM,5/1158,No
"Prophetic Prism",7,47539,Common,GTC,234/249,No
"Prowler's Helm",1,50250,Uncommon,THS,219/249,No
"Psychotic Fury",1,24163,Common,DIS,68/180,No
"Public Execution",7,45554,Uncommon,M13,105/249,No
"Pull from the Deep",1,52086,Uncommon,JOU,47/165,No
"Punishing Fire",1,34344,Uncommon,ZEN,142/249,No
"Purge the Profane",2,47705,Common,GTC,190/249,No
"Purify the Grave",6,42460,Uncommon,ISD,27/264,No
"Purphoros's Emissary",1,50502,Uncommon,THS,136/249,No
"Pyreheart Wolf",2,43297,Uncommon,DKA,101/158,No
"Pyretic Ritual",4,37468,Common,M11,153/249,No
"Pyroblast",1,37889,Common,TD0,B24/41,No
"Pyroclasm",4,35168,Uncommon,PRM,349/1158,No
"Pyroconvergence",1,46693,Uncommon,RTR,103/274,No
"Quarry Colossus",1,52146,Uncommon,JOU,22/165,No
"Quest for the Gemblades",1,34760,Uncommon,ZEN,177/249,No
"Quicksilver Behemoth",4,20409,Common,DST,30/165,No
"Quirion Ranger",1,7681,Common,VI,117/167,No
"Rage Forger",1,29168,Uncommon,MOR,97/150,No
"Rage of Purphoros",2,50188,Common,THS,137/249,No
"Rage Thrower",1,42426,Uncommon,ISD,157/264,No
"Raging Poltergeist",15,44117,Common,AVR,150/244,No
"Rain of Blades",7,45702,Uncommon,M13,28/249,No
"Rain of Embers",1,23214,Common,RAV,138/306,No
"Rain of Thorns",2,44093,Uncommon,AVR,190/244,No
"Raised by Wolves",1,51699,Uncommon,BNG,135/165,No
"Rakdos Carnarium",4,24017,Common,DIS,178/180,No
"Rakdos Charm",4,46441,Uncommon,RTR,184/274,No
"Rakdos Guildgate",1,46381,Common,RTR,244/274,No
"Rakdos Ickspitter",1,24005,Common,DIS,128/180,No
"Rakdos Signet",4,24045,Common,DIS,165/180,No
"Rally the Peasants",5,42646,Uncommon,ISD,28/264,No
"Rally the Righteous",1,23052,Common,RAV,222/306,No
"Rampant Growth",1,7229,Common,MI,235/350,No
"Ranger's Guile",9,42798,Common,ISD,201/264,No
"Ranger's Path",9,45678,Common,M13,186/249,No
"Ratcatcher",1,24105,Rare,DIS,52/180,No
"Rats of Rath",1,9485,Common,TE,150/350,No
"Raven Guild Initiate",1,18758,Common,SCG,46/143,No
"Ravenous Leucrocota",2,52264,Common,JOU,136/165,No
"Ravenous Rats",12,45262,Common,M13,106/249,No
"Ray of Dissolution",2,50147,Common,THS,27/249,Yes
"Ray of Revelation",13,43257,Common,DKA,17/158,No
"Razortip Whip",2,47515,Common,GTC,235/249,No
"Razortooth Rats",1,9145,Common,WL,78/167,No
"Read the Bones",4,50170,Common,THS,101/249,No
"Reap and Sow",4,20347,Common,DST,81/165,No
"Reap the Seagraf",11,43243,Common,DKA,72/158,No
"Reap What Is Sown",1,51867,Uncommon,BNG,154/165,No
"Reaper of the Wilds",2,50516,Rare,THS,201/249,No
"Rebuke",10,42774,Common,ISD,29/264,No
"Reckless Brute",10,45522,Common,M13,144/249,No
"Reckless Charge",1,52927,Common,VMA,181/325,No
"Reckless Reveler",2,51823,Common,BNG,106/165,No
"Reckless Waif",1,42380,Uncommon,ISD,159/264,No
"Reclaim",8,41149,Common,M12,191/249,No
"Red Elemental Blast",2,38574,Uncommon,ME4,131/260,No
"Redwood Treefolk",1,9167,Common,WL,138/167,No
"Relentless Skaabs",1,43371,Uncommon,DKA,45/158,No
"Relic Crush",4,34424,Common,ZEN,179/249,No
"Relic of Progenitus",4,30895,Common,ALA,218/249,No
"Reliquary Tower",12,48007,Uncommon,PRM,1067/1158,No
"Remand",1,23174,Uncommon,RAV,63/306,No
"Renegade Demon",7,43821,Common,AVR,118/244,No
"Renowned Weaver",1,52076,Common,JOU,137/165,No
"Repel",1,52933,Common,VMA,89/325,No
"Rescue from the Underworld",4,50380,Uncommon,THS,102/249,No
"Restless Bones",1,23663,Common,GPT,58/165,No
"Restless Dead",1,7253,Common,MI,138/350,No
"Retraction Helix",2,51593,Common,BNG,49/165,No
"Returned Phalanx",4,50444,Common,THS,104/249,No
"Returned Reveler",1,52098,Common,JOU,79/165,No
"Reverent Hunter",2,50558,Rare,THS,173/249,No
"Revive",3,45282,Uncommon,M13,187/249,No
"Revoke Existence",2,51663,Common,BNG,25/165,No
"Rewind",7,45244,Uncommon,M13,65/249,No
"Ricochet Trap",4,35593,Uncommon,WWK,87/145,No
"Rift Bolt",4,25477,Common,TSP,176/301,No
"Righteous Blow",10,44113,Common,AVR,34/244,No
"Riku of Two Reflections",2,51537,Mythic Rare,PRM,1122/1158,Yes
"Ring of Evos Isle",11,45470,Uncommon,M13,211/249,No
"Ring of Kalonia",9,45476,Uncommon,M13,212/249,No
"Ring of Thune",2,45468,Uncommon,M13,213/249,No
"Ring of Valkas",4,45474,Uncommon,M13,214/249,No
"Ring of Xathrid",12,45472,Uncommon,M13,215/249,No
"Riot Devils",28,42324,Common,ISD,160/264,No
"Riot Gear",1,47499,Common,GTC,236/249,No
"Riot Ringleader",10,43863,Common,AVR,152/244,No
"Riot Spikes",1,24009,Common,DIS,146/180,No
"Ripscale Predator",1,47829,Uncommon,GTC,103/249,No
"Riptide Chronologist",1,17841,Uncommon,ONS,107/350,No
"Rise from the Grave",6,45300,Uncommon,M13,107/249,No
"Rise of Eagles",1,52266,Common,JOU,49/165,No
"Rise/Fall",1,24365,Uncommon,DIS,,No
"Rite of Flame",4,24675,Common,CSP,96/155,No
"Roar of the Crowd",1,29184,Common,MOR,100/150,No
"Roaring Primadox",3,45486,Uncommon,M13,188/249,No
"Roc Egg",4,41319,Uncommon,M12,32/249,No
"Rogue Elephant",1,9161,Common,WL,139/167,No
"Rolling Spoil",1,23410,Uncommon,RAV,179/306,No
"Rolling Temblor",1,42788,Uncommon,ISD,161/264,No
"Roofstalker Wight",1,23216,Common,RAV,102/306,No
"Rootborn Defenses",2,46303,Common,RTR,19/274,No
"Rotcrown Ghoul",14,43963,Common,AVR,72/244,No
"Rotting Fensnake",11,42624,Common,ISD,113/264,No
"Ruination Wurm",4,47711,Common,GTC,192/249,No
"Rummaging Goblin",8,45520,Common,M13,146/249,No
"Run Wild",1,18153,Uncommon,ONS,279/350,No
"Runewing",1,46581,Common,RTR,48/274,No
"Runic Repetition",8,42500,Uncommon,ISD,72/264,No
"Rush of Blood",1,44111,Uncommon,AVR,154/244,No
"Rush of Knowledge",2,18742,Common,SCG,49/143,No
"Russet Wolves",10,43227,Common,DKA,102/158,No
"Rusted Sentinel",7,41507,Uncommon,M12,215/249,No
"Sacred Foundry",4,47815,Rare,GTC,245/249,No
"Sacred Wolf",6,41303,Common,M12,194/249,No
"Safe Passage",9,45297,Common,M13,30/249,Yes
"Sage Owl",1,9213,Common,WL,52/167,No
"Sage's Row Denizen",1,47545,Common,GTC,46/249,No
"Sakura-Tribe Elder",4,21097,Common,CHK,239/306,No
"Salt Flats",1,52673,Uncommon,VMA,310/325,No
"Salt Road Patrol",2,54262,Common,KTK,21/269,No
"Sanctuary Cat",8,43443,Common,DKA,19/158,No
"Sandsteppe Citadel",1,54160,Uncommon,KTK,241/269,No
"Sandstone Needle",4,13539,Common,MM,326/350,No
"Sapphire Drake",1,47669,Uncommon,GTC,47/249,No
"Saprazzan Skerry",4,13445,Common,MM,328/350,No
"Satyr Hedonist",1,50194,Common,THS,174/249,No
"Satyr Rambler",2,50192,Common,THS,139/249,No
"Satyr Wayfinder",7,51643,Common,BNG,136/165,No
"Savage Lands",1,30946,Uncommon,ALA,228/249,Yes
"Savage Punch",2,54046,Common,KTK,147/269,No
"Savage Surge",4,50598,Common,THS,176/249,No
"Saving Grasp",6,43266,Common,DKA,46/158,Yes
"Sawtooth Ogre",1,9423,Common,WL,114/167,No
"Scabland",2,52681,Uncommon,VMA,312/325,No
"Scalding Devil",10,43857,Common,AVR,155/244,No
"Scaldkin",2,54292,Common,KTK,52/269,No
"Scapeshift",4,28954,Rare,MOR,136/150,No
"Scarblade Elite",1,29194,Rare,MOR,77/150,No
"Scatter Arc",1,47463,Common,GTC,48/249,No
"Scepter of Empires",4,41411,Uncommon,M12,216/249,No
"Scholar of Athreos",2,50450,Common,THS,28/249,No
"Scorch the Fields",16,43381,Common,DKA,103/158,No
"Scorchwalker",1,47597,Common,GTC,104/249,No
"Scorned Villager",5,43357,Common,DKA,125/158,No
"Scoured Barrens",1,54070,Common,KTK,242/269,No
"Scourgemark",1,50334,Common,THS,105/249,No
"Scouring Sands",3,51633,Common,BNG,110/165,No
"Scrapskin Drake",20,43937,Common,AVR,73/244,No
"Screeching Skaab",7,43253,Common,DKA,47/158,No
"Scrivener",1,52935,Common,VMA,91/325,No
"Scroll of Avacyn",9,44023,Common,AVR,220/244,No
"Scroll of Griselbrand",11,44103,Common,AVR,221/244,No
"Scroll Thief",6,45380,Common,M13,66/249,No
"Sea God's Revenge",1,50586,Uncommon,THS,61/249,No
"Sea Monster",1,9617,Common,TE,85/350,No
"Seal of Cleansing",2,52843,Common,VMA,43/325,No
"Seal of Fire",1,24269,Common,DIS,71/180,No
"Sealock Monster",2,50630,Uncommon,THS,62/249,No
"Search for Tomorrow",4,49022,Common,MMA,161/229,No
"Searchlight Geist",10,43909,Common,AVR,119/244,No
"Searing Blaze",4,35559,Common,WWK,90/145,No
"Searing Blood",1,51833,Uncommon,BNG,111/165,No
"Searing Spear",15,45526,Common,M13,147/249,No
"Seat of the Synod",4,20017,Common,MRD,283/306,No
"Second Guess",3,43971,Uncommon,AVR,74/244,No
"Secrets of the Dead",1,43165,Uncommon,DKA,48/158,No
"Security Blockade",2,46659,Uncommon,RTR,20/274,No
"Sedge Scorpion",2,50190,Common,THS,177/249,No
"Seedborn Muse",1,18543,Rare,LGN,138/145,No
"Seething Pathblazer",1,29164,Common,MOR,101/150,No
"Seething Song",4,22807,Common,9ED,216/350,No
"Seismic Shudder",4,34454,Common,ZEN,147/249,No
"Sejiri Steppe",1,35519,Common,WWK,142/145,No
"Selesnya Charm",4,46415,Uncommon,RTR,194/274,No
"Selesnya Guildgate",2,46377,Common,RTR,246/274,No
"Selesnya Sanctuary",4,23248,Common,RAV,281/306,No
"Selesnya Signet",4,23568,Common,RAV,270/306,No
"Selfless Cathar",8,42360,Common,ISD,30/264,No
"Selhoff Occultist",7,42582,Common,ISD,73/264,No
"Seller of Songbirds",4,46289,Common,RTR,22/274,No
"Sengir Vampire",4,41505,Uncommon,M12,107/249,No
"Sensory Deprivation",14,42370,Common,ISD,74/264,No
"Sentinel Spider",10,45536,Common,M13,189/249,No
"Sentry of the Underworld",1,50244,Uncommon,THS,202/249,No
"Seraph of Dawn",12,43989,Common,AVR,35/244,No
"Seraph Sanctuary",11,44101,Common,AVR,228/244,No
"Serpent's Gift",7,45676,Common,M13,190/249,No
"Serra Angel",9,45718,Uncommon,M13,31/249,No
"Servant of Nefarox",15,45506,Common,M13,108/249,No
"Servant of Tymaret",1,51605,Common,BNG,82/165,No
"Set Adrift",1,54092,Uncommon,KTK,54/269,No
"Setessan Battle Priest",2,50142,Common,THS,29/249,No
"Setessan Oathsworn",2,51877,Common,BNG,138/165,No
"Setessan Starbreaker",4,51843,Common,BNG,139/165,No
"Sewerdreg",1,23368,Common,RAV,104/306,No
"Shadow Alley Denizen",1,47647,Common,GTC,76/249,No
"Shadow Guildmage",1,7293,Common,MI,140/350,No
"Shadow Slice",2,47807,Common,GTC,77/249,No
"Shaleskin Plower",1,18575,Common,LGN,110/145,No
"Shambleshark",4,47607,Common,GTC,193/249,No
"Shambling Attendants",1,54000,Common,KTK,89/269,No
"Shambling Shell",1,23404,Common,RAV,230/306,No
"Shard Phoenix",1,10263,Rare,ST,97/143,No
"Shard Volley",2,29098,Common,MOR,103/150,No
"Sharpened Pitchfork",10,42320,Uncommon,ISD,232/264,No
"Shatter",2,54024,Common,KTK,120/269,No
"Shattered Crypt",1,9157,Common,WL,80/167,No
"Shattering Spree",3,23865,Uncommon,GPT,75/165,No
"Shatterstorm",2,27162,Uncommon,10E,229/383,No
"Shelter",1,52939,Common,VMA,44/325,No
"Sheltering Word",17,43883,Common,AVR,192/244,No
"Shielded Passage",2,47715,Common,GTC,24/249,No
"Shifting Sliver",1,18423,Uncommon,LGN,52/145,No
"Shimmering Grotto",6,42682,Common,ISD,246/264,No
"Shipbreaker Kraken",1,50624,Rare,THS,63/249,No
"Shock",7,41125,Common,M12,154/249,No
"Shoreline Salvager",1,35659,Uncommon,WWK,67/145,No
"Show of Valor",11,45608,Common,M13,34/249,No
"Shred Memory",4,23246,Common,RAV,105/306,No
"Shredding Winds",4,50554,Common,THS,178/249,No
"Shriekgeist",4,43197,Common,DKA,49/158,No
"Shrieking Drake",1,7713,Common,VI,43/167,No
"Shriekmaw",5,32537,Uncommon,PRM,315/1158,No
"Shrivel",4,36508,Common,ROE,126/248,No
"Siege Mastodon",7,41251,Common,M12,34/249,No
"Siege Rhino",4,54180,Rare,KTK,200/269,No
"Sightless Ghoul",8,43341,Common,DKA,73/158,No
"Sigiled Starfish",1,52282,Common,JOU,52/165,No
"Sign in Blood",13,45303,Common,M13,110/249,Yes
"Signal Pest",4,39599,Uncommon,MBS,131/155,No
"Silence the Believers",4,52268,Rare,JOU,82/165,No
"Silent Artisan",2,50458,Common,THS,31/249,No
"Silent Departure",11,42284,Common,ISD,75/264,No
"Silverchase Fox",18,42606,Common,ISD,31/264,No
"Silverclaw Griffin",9,43465,Common,DKA,21/158,No
"Silvercoat Lion",7,45226,Common,M13,35/249,No
"Silver-Inlaid Dagger",7,42400,Uncommon,ISD,233/264,No
"Silvos, Rogue Elemental",1,53050,Rare,VMA,231/325,Yes
"Simic Fluxmage",1,47469,Uncommon,GTC,49/249,No
"Simic Growth Chamber",4,24031,Common,DIS,180/180,No
"Simic Guildgate",1,47457,Common,GTC,246/249,No
"Simic Keyrune",1,47495,Uncommon,GTC,237/249,No
"Simic Signet",4,24015,Common,DIS,166/180,No
"Siren of the Fanged Coast",1,51785,Uncommon,BNG,50/165,No
"Siren Song Lyre",1,51713,Uncommon,BNG,161/165,No
"Sisay's Ring",1,7717,Common,VI,154/167,No
"Skaab Goliath",7,42420,Uncommon,ISD,76/264,No
"Skeletal Grimace",5,42308,Common,ISD,116/264,No
"Skillful Lunge",10,43467,Common,DKA,22/158,No
"Skinbrand Goblin",2,47585,Common,GTC,105/249,No
"Skirk Drill Sergeant",1,53135,Common,VMA,185/325,No
"Skull Rend",2,46371,Common,RTR,195/274,No
"Skullcrack",4,47901,Uncommon,GTC,106/249,No
"Skyblinder Staff",1,47863,Common,GTC,238/249,No
"Skygames",2,47649,Common,GTC,51/249,No
"Skyknight Legionnaire",1,47583,Common,GTC,197/249,No
"Skywinder Drake",1,41514,Common,M12,75/249,Yes
"Slate Street Ruffian",1,47713,Common,GTC,78/249,No
"Slaughter Cry",7,41253,Common,M12,155/249,No
"Slaughterhouse Bouncer",3,24099,Common,DIS,54/180,No
"Slayer of the Wicked",9,42290,Uncommon,ISD,32/264,No
"Sleep",1,45298,Uncommon,M13,67/249,No
"Sleight of Hand",4,38912,Common,ME4,62/260,No
"Slithering Shade",1,24345,Uncommon,DIS,55/180,No
"Smash to Smithereens",4,29769,Common,SHM,107/301,No
"Smelt",11,45524,Common,M13,149/249,No
"Smite",1,47559,Common,GTC,25/249,No
"Smite the Monstrous",18,53966,Common,KTK,24/269,No
"Smokebraider",3,28283,Common,LRW,189/301,No
"Smokestack",1,53219,Rare,VMA,282/325,No
"Smother",4,35751,Uncommon,WWK,68/145,No
"Snake of the Golden Grove",3,51651,Common,BNG,141/165,No
"Snapcaster Mage",1,42512,Rare,ISD,78/264,No
"Snare the Skies",13,44185,Common,AVR,193/244,No
"Solar Blast",1,53041,Common,VMA,187/325,No
"Soldier of the Pantheon",1,50608,Rare,THS,32/249,No
"Soltari Trooper",1,52664,Common,VMA,47/325,Yes
"Somber Hoverguard",4,19697,Common,MRD,51/306,No
"Somberwald Dryad",5,43249,Common,DKA,126/158,No
"Somberwald Spider",5,42628,Common,ISD,202/264,No
"Somberwald Vigilante",6,43923,Common,AVR,156/244,No
"Sootfeather Flock",1,18455,Common,LGN,82/145,No
"Sorin's Thirst",5,41547,Common,M12,110/249,No
"Soul Seizer",1,43173,Uncommon,DKA,50/158,No
"Soul Shepherd",1,9245,Common,WL,26/167,No
"Soul Tithe",1,46665,Uncommon,RTR,23/274,No
"Soulcage Fiend",15,44065,Common,AVR,120/244,No
"Soulshriek",1,7321,Common,MI,145/350,No
"Spare from Evil",20,42525,Common,ISD,34/264,Yes
"Spark Jolt",4,50566,Common,THS,140/249,No
"Spectral Flight",12,42546,Common,ISD,79/264,No
"Spectral Gateguards",8,43939,Common,AVR,37/244,No
"Spectral Prison",13,43833,Common,AVR,75/244,No
"Spectral Rider",1,42296,Uncommon,ISD,35/264,No
"Spell Pierce",2,34442,Common,ZEN,67/249,No
"Spell Rupture",2,47567,Common,GTC,52/249,No
"Spellheart Chimera",1,50590,Uncommon,THS,204/249,No
"Spellskite",2,39778,Rare,NPH,159/175,No
"Sphinx's Disciple",4,51587,Common,BNG,51/165,No
